"","exp_name","cell_name","AITC.100uM","Menthol.400uM","Capsaicin.300nM","K.40mM"
"X.366","RD.190125.71.f.m1.w1.Rdata","X.366",0,0,0,0
"X.367","RD.190125.71.f.m1.w1.Rdata","X.367",0,0,1,1
"X.368","RD.190125.71.f.m1.w1.Rdata","X.368",0,0,1,1
"X.369","RD.190125.71.f.m1.w1.Rdata","X.369",0,0,0,0
"X.370","RD.190125.71.f.m1.w1.Rdata","X.370",0,0,0,0
"X.371","RD.190125.71.f.m1.w1.Rdata","X.371",0,1,1,1
"X.372","RD.190125.71.f.m1.w1.Rdata","X.372",0,0,1,1
"X.373","RD.190125.71.f.m1.w1.Rdata","X.373",0,0,0,0
"X.374","RD.190125.71.f.m1.w1.Rdata","X.374",0,1,1,1
"X.375","RD.190125.71.f.m1.w1.Rdata","X.375",0,0,0,0
"X.376","RD.190125.71.f.m1.w1.Rdata","X.376",0,1,0,1
"X.377","RD.190125.71.f.m1.w1.Rdata","X.377",0,0,0,0
"X.378","RD.190125.71.f.m1.w1.Rdata","X.378",1,1,0,1
"X.379","RD.190125.71.f.m1.w1.Rdata","X.379",0,0,0,0
"X.380","RD.190125.71.f.m1.w1.Rdata","X.380",0,0,1,1
"X.381","RD.190125.71.f.m1.w1.Rdata","X.381",1,1,0,1
"X.382","RD.190125.71.f.m1.w1.Rdata","X.382",0,0,1,1
"X.383","RD.190125.71.f.m1.w1.Rdata","X.383",0,0,0,0
"X.384","RD.190125.71.f.m1.w1.Rdata","X.384",0,0,0,1
"X.385","RD.190125.71.f.m1.w1.Rdata","X.385",0,0,1,1
"X.386","RD.190125.71.f.m1.w1.Rdata","X.386",0,0,1,1
"X.387","RD.190125.71.f.m1.w1.Rdata","X.387",0,0,0,0
"X.388","RD.190125.71.f.m1.w1.Rdata","X.388",0,1,0,1
"X.389","RD.190125.71.f.m1.w1.Rdata","X.389",0,1,0,0
"X.390","RD.190125.71.f.m1.w1.Rdata","X.390",0,0,0,0
"X.391","RD.190125.71.f.m1.w1.Rdata","X.391",0,0,0,0
"X.392","RD.190125.71.f.m1.w1.Rdata","X.392",0,0,0,1
"X.393","RD.190125.71.f.m1.w1.Rdata","X.393",0,0,0,0
"X.394","RD.190125.71.f.m1.w1.Rdata","X.394",1,0,1,1
"X.395","RD.190125.71.f.m1.w1.Rdata","X.395",0,0,1,0
"X.396","RD.190125.71.f.m1.w1.Rdata","X.396",0,0,0,0
"X.397","RD.190125.71.f.m1.w1.Rdata","X.397",0,1,0,1
"X.398","RD.190125.71.f.m1.w1.Rdata","X.398",1,0,1,1
"X.399","RD.190125.71.f.m1.w1.Rdata","X.399",1,1,0,1
"X.400","RD.190125.71.f.m1.w1.Rdata","X.400",0,0,0,0
"X.401","RD.190125.71.f.m1.w1.Rdata","X.401",0,0,1,1
"X.402","RD.190125.71.f.m1.w1.Rdata","X.402",0,0,0,0
"X.403","RD.190125.71.f.m1.w1.Rdata","X.403",0,1,0,0
"X.404","RD.190125.71.f.m1.w1.Rdata","X.404",0,0,1,1
"X.405","RD.190125.71.f.m1.w1.Rdata","X.405",0,0,0,0
"X.406","RD.190125.71.f.m1.w1.Rdata","X.406",0,0,1,1
"X.407","RD.190125.71.f.m1.w1.Rdata","X.407",0,0,1,1
"X.408","RD.190125.71.f.m1.w1.Rdata","X.408",0,1,1,1
"X.409","RD.190125.71.f.m1.w1.Rdata","X.409",1,1,1,1
"X.410","RD.190125.71.f.m1.w1.Rdata","X.410",1,0,1,1
"X.411","RD.190125.71.f.m1.w1.Rdata","X.411",1,0,1,1
"X.412","RD.190125.71.f.m1.w1.Rdata","X.412",1,0,1,1
"X.413","RD.190125.71.f.m1.w1.Rdata","X.413",0,0,0,1
"X.414","RD.190125.71.f.m1.w1.Rdata","X.414",0,0,0,0
"X.415","RD.190125.71.f.m1.w1.Rdata","X.415",0,0,0,0
"X.416","RD.190125.71.f.m1.w1.Rdata","X.416",1,0,1,1
"X.417","RD.190125.71.f.m1.w1.Rdata","X.417",0,0,1,1
"X.418","RD.190125.71.f.m1.w1.Rdata","X.418",0,0,0,0
"X.419","RD.190125.71.f.m1.w1.Rdata","X.419",0,0,0,0
"X.420","RD.190125.71.f.m1.w1.Rdata","X.420",0,0,1,1
"X.421","RD.190125.71.f.m1.w1.Rdata","X.421",0,0,0,0
"X.422","RD.190125.71.f.m1.w1.Rdata","X.422",0,0,0,0
"X.423","RD.190125.71.f.m1.w1.Rdata","X.423",1,0,0,1
"X.424","RD.190125.71.f.m1.w1.Rdata","X.424",0,0,1,1
"X.425","RD.190125.71.f.m1.w1.Rdata","X.425",0,1,0,1
"X.426","RD.190125.71.f.m1.w1.Rdata","X.426",0,0,0,0
"X.427","RD.190125.71.f.m1.w1.Rdata","X.427",0,0,0,0
"X.428","RD.190125.71.f.m1.w1.Rdata","X.428",0,0,0,0
"X.429","RD.190125.71.f.m1.w1.Rdata","X.429",0,0,0,0
"X.430","RD.190125.71.f.m1.w1.Rdata","X.430",1,1,0,1
"X.431","RD.190125.71.f.m1.w1.Rdata","X.431",0,0,0,0
"X.432","RD.190125.71.f.m1.w1.Rdata","X.432",0,1,1,1
"X.433","RD.190125.71.f.m1.w1.Rdata","X.433",0,0,1,1
"X.434","RD.190125.71.f.m1.w1.Rdata","X.434",0,0,0,0
"X.435","RD.190125.71.f.m1.w1.Rdata","X.435",0,0,0,1
"X.436","RD.190125.71.f.m1.w1.Rdata","X.436",0,0,0,0
"X.437","RD.190125.71.f.m1.w1.Rdata","X.437",0,0,0,0
"X.438","RD.190125.71.f.m1.w1.Rdata","X.438",1,1,0,1
"X.439","RD.190125.71.f.m1.w1.Rdata","X.439",0,0,0,0
"X.440","RD.190125.71.f.m1.w1.Rdata","X.440",0,0,0,0
"X.441","RD.190125.71.f.m1.w1.Rdata","X.441",1,1,0,1
"X.442","RD.190125.71.f.m1.w1.Rdata","X.442",0,0,0,0
"X.443","RD.190125.71.f.m1.w1.Rdata","X.443",0,0,0,0
"X.444","RD.190125.71.f.m1.w1.Rdata","X.444",0,0,1,1
"X.445","RD.190125.71.f.m1.w1.Rdata","X.445",0,0,0,1
"X.446","RD.190125.71.f.m1.w1.Rdata","X.446",1,1,0,1
"X.447","RD.190125.71.f.m1.w1.Rdata","X.447",0,1,1,1
"X.448","RD.190125.71.f.m1.w1.Rdata","X.448",0,0,0,0
"X.449","RD.190125.71.f.m1.w1.Rdata","X.449",0,1,0,1
"X.450","RD.190125.71.f.m1.w1.Rdata","X.450",1,1,0,1
"X.451","RD.190125.71.f.m1.w1.Rdata","X.451",0,0,0,0
"X.452","RD.190125.71.f.m1.w1.Rdata","X.452",1,0,0,1
"X.453","RD.190125.71.f.m1.w1.Rdata","X.453",0,1,1,1
"X.454","RD.190125.71.f.m1.w1.Rdata","X.454",0,0,0,0
"X.455","RD.190125.71.f.m1.w1.Rdata","X.455",0,1,1,1
"X.456","RD.190125.71.f.m1.w1.Rdata","X.456",0,0,0,0
"X.457","RD.190125.71.f.m1.w1.Rdata","X.457",1,0,1,1
"X.458","RD.190125.71.f.m1.w1.Rdata","X.458",0,0,0,0
"X.459","RD.190125.71.f.m1.w1.Rdata","X.459",0,0,0,0
"X.460","RD.190125.71.f.m1.w1.Rdata","X.460",1,1,0,1
"X.461","RD.190125.71.f.m1.w1.Rdata","X.461",0,0,1,1
"X.462","RD.190125.71.f.m1.w1.Rdata","X.462",0,0,0,0
"X.463","RD.190125.71.f.m1.w1.Rdata","X.463",0,0,0,0
"X.464","RD.190125.71.f.m1.w1.Rdata","X.464",0,0,0,0
"X.465","RD.190125.71.f.m1.w1.Rdata","X.465",0,0,1,1
"X.466","RD.190125.71.f.m1.w1.Rdata","X.466",1,1,0,1
"X.467","RD.190125.71.f.m1.w1.Rdata","X.467",0,0,0,0
"X.468","RD.190125.71.f.m1.w1.Rdata","X.468",0,1,1,1
"X.469","RD.190125.71.f.m1.w1.Rdata","X.469",0,0,1,1
"X.470","RD.190125.71.f.m1.w1.Rdata","X.470",0,0,0,0
"X.471","RD.190125.71.f.m1.w1.Rdata","X.471",1,1,0,1
"X.472","RD.190125.71.f.m1.w1.Rdata","X.472",1,1,1,1
"X.473","RD.190125.71.f.m1.w1.Rdata","X.473",0,0,0,0
"X.474","RD.190125.71.f.m1.w1.Rdata","X.474",0,0,0,0
"X.475","RD.190125.71.f.m1.w1.Rdata","X.475",0,1,1,1
"X.476","RD.190125.71.f.m1.w1.Rdata","X.476",1,1,0,1
"X.477","RD.190125.71.f.m1.w1.Rdata","X.477",0,0,1,1
"X.478","RD.190125.71.f.m1.w1.Rdata","X.478",0,0,0,0
"X.479","RD.190125.71.f.m1.w1.Rdata","X.479",0,0,0,0
"X.480","RD.190125.71.f.m1.w1.Rdata","X.480",0,0,0,0
"X.481","RD.190125.71.f.m1.w1.Rdata","X.481",1,1,0,1
"X.482","RD.190125.71.f.m1.w1.Rdata","X.482",0,1,1,1
"X.483","RD.190125.71.f.m1.w1.Rdata","X.483",1,1,1,1
"X.484","RD.190125.71.f.m1.w1.Rdata","X.484",0,0,0,0
"X.485","RD.190125.71.f.m1.w1.Rdata","X.485",0,0,0,0
"X.486","RD.190125.71.f.m1.w1.Rdata","X.486",1,1,0,1
"X.487","RD.190125.71.f.m1.w1.Rdata","X.487",0,0,1,1
"X.488","RD.190125.71.f.m1.w1.Rdata","X.488",0,0,0,0
"X.489","RD.190125.71.f.m1.w1.Rdata","X.489",0,0,0,0
"X.490","RD.190125.71.f.m1.w1.Rdata","X.490",0,0,0,0
"X.491","RD.190125.71.f.m1.w1.Rdata","X.491",0,0,0,0
"X.492","RD.190125.71.f.m1.w1.Rdata","X.492",0,0,0,0
"X.493","RD.190125.71.f.m1.w1.Rdata","X.493",0,0,0,0
"X.494","RD.190125.71.f.m1.w1.Rdata","X.494",0,0,0,1
"X.495","RD.190125.71.f.m1.w1.Rdata","X.495",0,0,1,1
"X.496","RD.190125.71.f.m1.w1.Rdata","X.496",0,0,0,0
"X.497","RD.190125.71.f.m1.w1.Rdata","X.497",0,0,0,0
"X.498","RD.190125.71.f.m1.w1.Rdata","X.498",0,1,0,0
"X.499","RD.190125.71.f.m1.w1.Rdata","X.499",1,0,0,1
"X.500","RD.190125.71.f.m1.w1.Rdata","X.500",0,0,0,0
"X.501","RD.190125.71.f.m1.w1.Rdata","X.501",1,0,0,1
"X.502","RD.190125.71.f.m1.w1.Rdata","X.502",0,0,1,1
"X.503","RD.190125.71.f.m1.w1.Rdata","X.503",1,1,0,1
"X.504","RD.190125.71.f.m1.w1.Rdata","X.504",1,1,0,1
"X.505","RD.190125.71.f.m1.w1.Rdata","X.505",0,0,1,1
"X.506","RD.190125.71.f.m1.w1.Rdata","X.506",0,0,0,0
"X.507","RD.190125.71.f.m1.w1.Rdata","X.507",1,0,1,1
"X.508","RD.190125.71.f.m1.w1.Rdata","X.508",1,1,1,1
"X.509","RD.190125.71.f.m1.w1.Rdata","X.509",1,1,1,1
"X.510","RD.190125.71.f.m1.w1.Rdata","X.510",1,0,0,1
"X.511","RD.190125.71.f.m1.w1.Rdata","X.511",0,1,0,1
"X.512","RD.190125.71.f.m1.w1.Rdata","X.512",0,0,0,1
"X.513","RD.190125.71.f.m1.w1.Rdata","X.513",0,0,1,1
"X.514","RD.190125.71.f.m1.w1.Rdata","X.514",0,0,0,0
"X.515","RD.190125.71.f.m1.w1.Rdata","X.515",0,0,0,0
"X.516","RD.190125.71.f.m1.w1.Rdata","X.516",0,0,0,1
"X.517","RD.190125.71.f.m1.w1.Rdata","X.517",0,0,0,0
"X.518","RD.190125.71.f.m1.w1.Rdata","X.518",1,1,1,1
"X.519","RD.190125.71.f.m1.w1.Rdata","X.519",0,0,0,0
"X.520","RD.190125.71.f.m1.w1.Rdata","X.520",0,0,1,1
"X.521","RD.190125.71.f.m1.w1.Rdata","X.521",1,1,1,1
"X.522","RD.190125.71.f.m1.w1.Rdata","X.522",0,0,1,1
"X.523","RD.190125.71.f.m1.w1.Rdata","X.523",1,1,1,1
"X.524","RD.190125.71.f.m1.w1.Rdata","X.524",1,1,0,1
"X.525","RD.190125.71.f.m1.w1.Rdata","X.525",1,0,1,1
"X.526","RD.190125.71.f.m1.w1.Rdata","X.526",1,0,1,1
"X.527","RD.190125.71.f.m1.w1.Rdata","X.527",0,0,0,0
"X.528","RD.190125.71.f.m1.w1.Rdata","X.528",1,1,0,1
"X.529","RD.190125.71.f.m1.w1.Rdata","X.529",1,1,1,1
"X.530","RD.190125.71.f.m1.w1.Rdata","X.530",0,0,0,1
"X.531","RD.190125.71.f.m1.w1.Rdata","X.531",0,0,1,1
"X.532","RD.190125.71.f.m1.w1.Rdata","X.532",1,1,0,1
"X.533","RD.190125.71.f.m1.w1.Rdata","X.533",1,1,0,1
"X.534","RD.190125.71.f.m1.w1.Rdata","X.534",0,0,1,1
"X.535","RD.190125.71.f.m1.w1.Rdata","X.535",1,0,1,1
"X.536","RD.190125.71.f.m1.w1.Rdata","X.536",0,0,1,1
"X.537","RD.190125.71.f.m1.w1.Rdata","X.537",1,1,1,1
"X.538","RD.190125.71.f.m1.w1.Rdata","X.538",1,1,0,1
"X.539","RD.190125.71.f.m1.w1.Rdata","X.539",0,0,0,0
"X.540","RD.190125.71.f.m1.w1.Rdata","X.540",1,0,1,1
"X.541","RD.190125.71.f.m1.w1.Rdata","X.541",1,1,1,1
"X.542","RD.190125.71.f.m1.w1.Rdata","X.542",1,1,0,1
"X.543","RD.190125.71.f.m1.w1.Rdata","X.543",0,0,0,0
"X.544","RD.190125.71.f.m1.w1.Rdata","X.544",0,0,1,1
"X.545","RD.190125.71.f.m1.w1.Rdata","X.545",1,1,0,1
"X.546","RD.190125.71.f.m1.w1.Rdata","X.546",0,0,0,0
"X.547","RD.190125.71.f.m1.w1.Rdata","X.547",0,1,0,1
"X.548","RD.190125.71.f.m1.w1.Rdata","X.548",0,0,0,0
"X.549","RD.190125.71.f.m1.w1.Rdata","X.549",0,0,1,1
"X.550","RD.190125.71.f.m1.w1.Rdata","X.550",1,1,0,1
"X.551","RD.190125.71.f.m1.w1.Rdata","X.551",1,1,0,1
"X.552","RD.190125.71.f.m1.w1.Rdata","X.552",0,0,0,0
"X.553","RD.190125.71.f.m1.w1.Rdata","X.553",0,0,0,0
"X.554","RD.190125.71.f.m1.w1.Rdata","X.554",0,0,0,0
"X.555","RD.190125.71.f.m1.w1.Rdata","X.555",0,1,0,1
"X.556","RD.190125.71.f.m1.w1.Rdata","X.556",0,0,0,0
"X.557","RD.190125.71.f.m1.w1.Rdata","X.557",1,1,1,1
"X.558","RD.190125.71.f.m1.w1.Rdata","X.558",0,0,1,1
"X.559","RD.190125.71.f.m1.w1.Rdata","X.559",1,1,0,1
"X.560","RD.190125.71.f.m1.w1.Rdata","X.560",0,1,1,1
"X.561","RD.190125.71.f.m1.w1.Rdata","X.561",0,0,0,0
"X.562","RD.190125.71.f.m1.w1.Rdata","X.562",1,1,0,1
"X.563","RD.190125.71.f.m1.w1.Rdata","X.563",0,0,0,0
"X.564","RD.190125.71.f.m1.w1.Rdata","X.564",1,1,0,0
"X.565","RD.190125.71.f.m1.w1.Rdata","X.565",1,1,0,1
"X.566","RD.190125.71.f.m1.w1.Rdata","X.566",0,0,0,0
"X.567","RD.190125.71.f.m1.w1.Rdata","X.567",0,0,0,0
"X.568","RD.190125.71.f.m1.w1.Rdata","X.568",0,0,0,0
"X.569","RD.190125.71.f.m1.w1.Rdata","X.569",0,0,0,1
"X.570","RD.190125.71.f.m1.w1.Rdata","X.570",0,0,0,1
"X.571","RD.190125.71.f.m1.w1.Rdata","X.571",0,0,0,0
"X.572","RD.190125.71.f.m1.w1.Rdata","X.572",0,0,0,0
"X.573","RD.190125.71.f.m1.w1.Rdata","X.573",0,0,0,0
"X.574","RD.190125.71.f.m1.w1.Rdata","X.574",1,1,0,1
"X.575","RD.190125.71.f.m1.w1.Rdata","X.575",1,1,1,1
"X.576","RD.190125.71.f.m1.w1.Rdata","X.576",1,0,0,1
"X.577","RD.190125.71.f.m1.w1.Rdata","X.577",1,1,0,1
"X.578","RD.190125.71.f.m1.w1.Rdata","X.578",1,1,1,1
"X.579","RD.190125.71.f.m1.w1.Rdata","X.579",1,1,0,1
"X.580","RD.190125.71.f.m1.w1.Rdata","X.580",0,0,0,1
"X.581","RD.190125.71.f.m1.w1.Rdata","X.581",1,0,1,1
"X.582","RD.190125.71.f.m1.w1.Rdata","X.582",1,1,0,1
"X.583","RD.190125.71.f.m1.w1.Rdata","X.583",0,0,0,1
"X.584","RD.190125.71.f.m1.w1.Rdata","X.584",0,0,0,0
"X.585","RD.190125.71.f.m1.w1.Rdata","X.585",0,0,0,0
"X.586","RD.190125.71.f.m1.w1.Rdata","X.586",0,0,0,0
"X.587","RD.190125.71.f.m1.w1.Rdata","X.587",0,0,0,1
"X.588","RD.190125.71.f.m1.w1.Rdata","X.588",0,0,0,0
"X.589","RD.190125.71.f.m1.w1.Rdata","X.589",0,1,1,1
"X.590","RD.190125.71.f.m1.w1.Rdata","X.590",0,0,1,1
"X.591","RD.190125.71.f.m1.w1.Rdata","X.591",1,0,1,1
"X.592","RD.190125.71.f.m1.w1.Rdata","X.592",0,0,1,1
"X.593","RD.190125.71.f.m1.w1.Rdata","X.593",1,1,0,1
"X.594","RD.190125.71.f.m1.w1.Rdata","X.594",0,0,1,1
"X.595","RD.190125.71.f.m1.w1.Rdata","X.595",1,1,0,1
"X.596","RD.190125.71.f.m1.w1.Rdata","X.596",0,0,0,1
"X.597","RD.190125.71.f.m1.w1.Rdata","X.597",0,0,0,0
"X.598","RD.190125.71.f.m1.w1.Rdata","X.598",0,0,0,1
"X.599","RD.190125.71.f.m1.w1.Rdata","X.599",0,0,0,0
"X.600","RD.190125.71.f.m1.w1.Rdata","X.600",0,1,0,1
"X.601","RD.190125.71.f.m1.w1.Rdata","X.601",0,0,1,1
"X.602","RD.190125.71.f.m1.w1.Rdata","X.602",0,1,0,1
"X.603","RD.190125.71.f.m1.w1.Rdata","X.603",1,0,1,1
"X.604","RD.190125.71.f.m1.w1.Rdata","X.604",0,0,0,0
"X.605","RD.190125.71.f.m1.w1.Rdata","X.605",0,0,0,0
"X.606","RD.190125.71.f.m1.w1.Rdata","X.606",1,0,0,1
"X.607","RD.190125.71.f.m1.w1.Rdata","X.607",0,0,0,1
"X.608","RD.190125.71.f.m1.w1.Rdata","X.608",0,0,1,1
"X.609","RD.190125.71.f.m1.w1.Rdata","X.609",1,1,0,1
"X.610","RD.190125.71.f.m1.w1.Rdata","X.610",0,0,0,0
"X.611","RD.190125.71.f.m1.w1.Rdata","X.611",0,0,1,1
"X.612","RD.190125.71.f.m1.w1.Rdata","X.612",0,0,0,0
"X.613","RD.190125.71.f.m1.w1.Rdata","X.613",0,0,0,1
"X.614","RD.190125.71.f.m1.w1.Rdata","X.614",0,0,1,1
"X.615","RD.190125.71.f.m1.w1.Rdata","X.615",1,1,1,1
"X.616","RD.190125.71.f.m1.w1.Rdata","X.616",0,1,1,1
"X.617","RD.190125.71.f.m1.w1.Rdata","X.617",0,1,1,1
"X.618","RD.190125.71.f.m1.w1.Rdata","X.618",0,0,0,1
"X.619","RD.190125.71.f.m1.w1.Rdata","X.619",0,0,0,0
"X.620","RD.190125.71.f.m1.w1.Rdata","X.620",1,0,0,1
"X.621","RD.190125.71.f.m1.w1.Rdata","X.621",1,1,0,1
"X.622","RD.190125.71.f.m1.w1.Rdata","X.622",0,1,0,1
"X.623","RD.190125.71.f.m1.w1.Rdata","X.623",0,0,0,0
"X.624","RD.190125.71.f.m1.w1.Rdata","X.624",0,1,1,1
"X.625","RD.190125.71.f.m1.w1.Rdata","X.625",0,0,1,1
"X.626","RD.190125.71.f.m1.w1.Rdata","X.626",0,0,1,1
"X.627","RD.190125.71.f.m1.w1.Rdata","X.627",0,0,1,1
"X.628","RD.190125.71.f.m1.w1.Rdata","X.628",1,0,1,1
"X.629","RD.190125.71.f.m1.w1.Rdata","X.629",0,0,0,0
"X.630","RD.190125.71.f.m1.w1.Rdata","X.630",0,0,1,1
"X.631","RD.190125.71.f.m1.w1.Rdata","X.631",0,0,1,1
"X.632","RD.190125.71.f.m1.w1.Rdata","X.632",1,0,1,1
"X.633","RD.190125.71.f.m1.w1.Rdata","X.633",1,1,0,1
"X.634","RD.190125.71.f.m1.w1.Rdata","X.634",0,0,0,0
"X.635","RD.190125.71.f.m1.w1.Rdata","X.635",1,1,0,1
"X.636","RD.190125.71.f.m1.w1.Rdata","X.636",0,0,1,0
"X.637","RD.190125.71.f.m1.w1.Rdata","X.637",0,0,1,1
"X.638","RD.190125.71.f.m1.w1.Rdata","X.638",1,1,0,1
"X.639","RD.190125.71.f.m1.w1.Rdata","X.639",0,0,0,1
"X.640","RD.190125.71.f.m1.w1.Rdata","X.640",0,0,1,1
"X.641","RD.190125.71.f.m1.w1.Rdata","X.641",0,0,0,0
"X.642","RD.190125.71.f.m1.w1.Rdata","X.642",0,0,0,0
"X.643","RD.190125.71.f.m1.w1.Rdata","X.643",0,0,0,0
"X.644","RD.190125.71.f.m1.w1.Rdata","X.644",1,1,0,1
"X.645","RD.190125.71.f.m1.w1.Rdata","X.645",0,0,0,0
"X.646","RD.190125.71.f.m1.w1.Rdata","X.646",0,0,0,0
"X.647","RD.190125.71.f.m1.w1.Rdata","X.647",0,0,0,0
"X.648","RD.190125.71.f.m1.w1.Rdata","X.648",0,1,1,1
"X.649","RD.190125.71.f.m1.w1.Rdata","X.649",0,0,1,1
"X.650","RD.190125.71.f.m1.w1.Rdata","X.650",0,0,1,1
"X.651","RD.190125.71.f.m1.w1.Rdata","X.651",1,1,0,1
"X.652","RD.190125.71.f.m1.w1.Rdata","X.652",0,0,0,0
"X.653","RD.190125.71.f.m1.w1.Rdata","X.653",0,1,0,1
"X.654","RD.190125.71.f.m1.w1.Rdata","X.654",1,1,0,1
"X.655","RD.190125.71.f.m1.w1.Rdata","X.655",0,0,1,1
"X.656","RD.190125.71.f.m1.w1.Rdata","X.656",0,0,0,0
"X.657","RD.190125.71.f.m1.w1.Rdata","X.657",0,0,0,0
"X.658","RD.190125.71.f.m1.w1.Rdata","X.658",0,0,1,1
"X.659","RD.190125.71.f.m1.w1.Rdata","X.659",0,0,0,1
"X.660","RD.190125.71.f.m1.w1.Rdata","X.660",1,1,0,1
"X.661","RD.190125.71.f.m1.w1.Rdata","X.661",0,1,0,1
"X.662","RD.190125.71.f.m1.w1.Rdata","X.662",0,0,0,0
"X.663","RD.190125.71.f.m1.w1.Rdata","X.663",0,0,1,1
"X.664","RD.190125.71.f.m1.w1.Rdata","X.664",1,0,1,1
"X.665","RD.190125.71.f.m1.w1.Rdata","X.665",1,0,0,1
"X.666","RD.190125.71.f.m1.w1.Rdata","X.666",1,0,0,0
"X.667","RD.190125.71.f.m1.w1.Rdata","X.667",0,0,0,0
"X.668","RD.190125.71.f.m1.w1.Rdata","X.668",0,0,0,0
"X.669","RD.190125.71.f.m1.w1.Rdata","X.669",0,0,0,0
"X.670","RD.190125.71.f.m1.w1.Rdata","X.670",0,0,1,1
"X.671","RD.190125.71.f.m1.w1.Rdata","X.671",0,0,1,1
"X.672","RD.190125.71.f.m1.w1.Rdata","X.672",0,1,1,1
"X.673","RD.190125.71.f.m1.w1.Rdata","X.673",0,0,0,1
"X.674","RD.190125.71.f.m1.w1.Rdata","X.674",1,1,0,1
"X.675","RD.190125.71.f.m1.w1.Rdata","X.675",0,0,0,1
"X.676","RD.190125.71.f.m1.w1.Rdata","X.676",0,0,0,0
"X.677","RD.190125.71.f.m1.w1.Rdata","X.677",0,1,0,1
"X.678","RD.190125.71.f.m1.w1.Rdata","X.678",1,1,0,1
"X.679","RD.190125.71.f.m1.w1.Rdata","X.679",1,0,0,0
"X.680","RD.190125.71.f.m1.w1.Rdata","X.680",0,0,0,1
"X.681","RD.190125.71.f.m1.w1.Rdata","X.681",0,0,0,0
"X.682","RD.190125.71.f.m1.w1.Rdata","X.682",0,0,0,0
"X.683","RD.190125.71.f.m1.w1.Rdata","X.683",1,0,1,1
"X.684","RD.190125.71.f.m1.w1.Rdata","X.684",0,0,0,0
"X.685","RD.190125.71.f.m1.w1.Rdata","X.685",0,0,0,1
"X.686","RD.190125.71.f.m1.w1.Rdata","X.686",0,1,0,1
"X.687","RD.190125.71.f.m1.w1.Rdata","X.687",0,0,0,0
"X.688","RD.190125.71.f.m1.w1.Rdata","X.688",0,0,0,1
"X.689","RD.190125.71.f.m1.w1.Rdata","X.689",0,0,0,1
"X.690","RD.190125.71.f.m1.w1.Rdata","X.690",0,0,1,1
"X.691","RD.190125.71.f.m1.w1.Rdata","X.691",0,0,0,0
"X.692","RD.190125.71.f.m1.w1.Rdata","X.692",0,0,0,0
"X.693","RD.190125.71.f.m1.w1.Rdata","X.693",1,0,0,1
"X.694","RD.190125.71.f.m1.w1.Rdata","X.694",0,0,1,1
"X.695","RD.190125.71.f.m1.w1.Rdata","X.695",0,0,0,0
"X.696","RD.190125.71.f.m1.w1.Rdata","X.696",0,0,1,1
"X.697","RD.190125.71.f.m1.w1.Rdata","X.697",0,0,0,0
"X.698","RD.190125.71.f.m1.w1.Rdata","X.698",0,0,1,0
"X.699","RD.190125.71.f.m1.w1.Rdata","X.699",0,0,0,0
"X.700","RD.190125.71.f.m1.w1.Rdata","X.700",0,0,0,1
"X.701","RD.190125.71.f.m1.w1.Rdata","X.701",0,0,0,0
"X.702","RD.190125.71.f.m1.w1.Rdata","X.702",1,0,1,1
"X.703","RD.190125.71.f.m1.w1.Rdata","X.703",0,0,0,0
"X.704","RD.190125.71.f.m1.w1.Rdata","X.704",0,0,0,0
"X.705","RD.190125.71.f.m1.w1.Rdata","X.705",0,0,1,1
"X.706","RD.190125.71.f.m1.w1.Rdata","X.706",0,0,1,1
"X.707","RD.190125.71.f.m1.w1.Rdata","X.707",0,1,1,1
"X.708","RD.190125.71.f.m1.w1.Rdata","X.708",1,0,1,1
"X.709","RD.190125.71.f.m1.w1.Rdata","X.709",0,0,1,1
"X.710","RD.190125.71.f.m1.w1.Rdata","X.710",0,0,0,0
"X.711","RD.190125.71.f.m1.w1.Rdata","X.711",1,0,0,0
"X.712","RD.190125.71.f.m1.w1.Rdata","X.712",0,0,0,0
"X.713","RD.190125.71.f.m1.w1.Rdata","X.713",1,1,0,1
"X.714","RD.190125.71.f.m1.w1.Rdata","X.714",1,1,0,1
"X.715","RD.190125.71.f.m1.w1.Rdata","X.715",0,0,0,0
"X.716","RD.190125.71.f.m1.w1.Rdata","X.716",0,0,0,0
"X.717","RD.190125.71.f.m1.w1.Rdata","X.717",0,1,0,0
"X.718","RD.190125.71.f.m1.w1.Rdata","X.718",0,0,0,0
"X.719","RD.190125.71.f.m1.w1.Rdata","X.719",0,1,0,0
"X.720","RD.190125.71.f.m1.w1.Rdata","X.720",1,1,1,1
"X.721","RD.190125.71.f.m1.w1.Rdata","X.721",1,0,1,1
"X.722","RD.190125.71.f.m1.w1.Rdata","X.722",0,0,0,0
"X.723","RD.190125.71.f.m1.w1.Rdata","X.723",1,1,0,1
"X.724","RD.190125.71.f.m1.w1.Rdata","X.724",1,0,0,1
"X.725","RD.190125.71.f.m1.w1.Rdata","X.725",0,0,0,1
"X.726","RD.190125.71.f.m1.w1.Rdata","X.726",0,0,1,0
"X.727","RD.190125.71.f.m1.w1.Rdata","X.727",1,1,0,1
"X.728","RD.190125.71.f.m1.w1.Rdata","X.728",1,1,0,1
"X.729","RD.190125.71.f.m1.w1.Rdata","X.729",0,0,1,1
"X.730","RD.190125.71.f.m1.w1.Rdata","X.730",0,0,0,0
"X.731","RD.190125.71.f.m1.w1.Rdata","X.731",1,1,0,1
"X.732","RD.190125.71.f.m1.w1.Rdata","X.732",0,0,0,0
