"","exp_name","cell_name","Menthol.400uM","AITC.100uM","Capsaicin.300nM","K.40mM"
"X.310","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.310",0,0,1,0
"X.311","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.311",1,0,0,0
"X.312","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.312",0,0,0,0
"X.313","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.313",0,1,0,0
"X.314","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.314",0,0,0,1
"X.315","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.315",0,0,0,0
"X.316","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.316",0,0,1,0
"X.317","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.317",0,0,0,0
"X.318","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.318",0,0,0,0
"X.319","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.319",0,0,0,1
"X.320","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.320",0,0,0,0
"X.321","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.321",0,0,0,0
"X.322","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.322",0,0,0,0
"X.323","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.323",0,0,0,0
"X.324","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.324",0,0,0,1
"X.325","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.325",0,0,0,1
"X.326","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.326",0,0,0,0
"X.327","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.327",0,0,0,0
"X.328","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.328",0,1,0,1
"X.329","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.329",0,0,0,0
"X.330","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.330",0,0,0,0
"X.331","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.331",0,0,0,0
"X.332","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.332",0,0,0,0
"X.333","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.333",0,1,1,0
"X.334","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.334",0,0,0,0
"X.335","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.335",0,0,0,0
"X.336","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.336",1,0,0,0
"X.337","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.337",0,0,0,1
"X.338","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.338",0,0,0,0
"X.339","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.339",1,0,0,0
"X.340","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.340",0,0,0,0
"X.341","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.341",0,1,0,0
"X.342","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.342",0,0,0,0
"X.343","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.343",0,0,0,1
"X.344","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.344",0,0,0,0
"X.345","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.345",0,0,0,0
"X.346","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.346",0,0,0,0
"X.347","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.347",0,0,0,0
"X.348","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.348",0,0,0,0
"X.349","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.349",0,0,1,1
"X.350","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.350",0,0,1,0
"X.351","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.351",0,0,0,0
"X.352","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.352",0,0,0,0
"X.353","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.353",0,1,0,1
"X.354","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.354",0,1,0,1
"X.355","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.355",1,0,0,0
"X.356","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.356",0,0,1,0
"X.357","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.357",0,0,0,0
"X.358","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.358",0,0,0,0
"X.359","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.359",0,0,0,0
"X.360","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.360",0,0,0,0
"X.361","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.361",0,0,0,0
"X.362","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.362",0,0,0,1
"X.363","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.363",0,0,1,0
"X.364","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.364",0,0,0,1
"X.365","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.365",0,0,0,0
"X.366","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.366",0,0,0,0
"X.367","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.367",0,0,0,0
"X.368","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.368",0,0,0,0
"X.369","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.369",0,0,0,0
"X.370","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.370",0,0,0,0
"X.371","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.371",1,1,0,0
"X.372","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.372",1,0,0,0
"X.373","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.373",0,0,0,0
"X.374","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.374",0,0,0,0
"X.375","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.375",1,0,0,0
"X.376","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.376",0,0,0,0
"X.377","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.377",0,0,1,0
"X.378","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.378",0,0,1,0
"X.379","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.379",1,0,0,0
"X.380","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.380",0,0,0,0
"X.381","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.381",0,0,0,0
"X.382","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.382",0,0,0,0
"X.383","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.383",0,1,0,1
"X.384","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.384",0,1,1,0
"X.385","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.385",0,0,0,0
"X.386","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.386",1,0,0,1
"X.387","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.387",1,1,0,0
"X.388","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.388",0,0,0,0
"X.389","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.389",0,0,0,0
"X.390","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.390",0,0,0,0
"X.391","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.391",0,0,0,0
"X.392","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.392",0,0,0,0
"X.393","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.393",0,0,0,0
"X.394","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.394",0,1,1,0
"X.395","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.395",0,0,1,0
"X.396","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.396",0,0,0,0
"X.397","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.397",0,0,0,0
"X.398","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.398",1,0,0,0
"X.399","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.399",0,0,0,0
"X.400","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.400",0,0,0,0
"X.401","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.401",0,0,0,0
"X.402","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.402",0,0,0,0
"X.403","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.403",0,0,1,1
"X.404","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.404",0,0,0,0
"X.405","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.405",0,0,0,0
"X.406","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.406",0,0,0,0
"X.407","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.407",0,0,0,0
"X.408","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.408",0,0,0,0
"X.409","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.409",0,0,0,0
"X.410","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.410",0,0,0,0
"X.411","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.411",0,0,0,0
"X.412","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.412",1,0,1,0
"X.413","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.413",1,0,0,0
"X.414","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.414",0,0,0,0
"X.415","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.415",0,0,0,1
"X.416","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.416",0,0,0,0
"X.417","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.417",0,0,1,0
"X.418","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.418",0,0,0,0
"X.419","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.419",0,0,0,0
"X.420","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.420",0,1,0,1
"X.421","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.421",0,0,0,0
"X.422","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.422",0,0,0,0
"X.423","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.423",0,0,0,0
"X.424","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.424",0,0,0,0
"X.425","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.425",0,0,0,0
"X.426","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.426",0,0,0,0
"X.427","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.427",0,0,0,0
"X.428","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.428",0,0,0,0
"X.429","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.429",0,0,0,0
"X.430","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.430",0,0,0,0
"X.431","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.431",0,0,0,0
"X.432","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.432",0,0,0,0
"X.433","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.433",0,0,0,0
"X.434","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.434",0,0,0,0
"X.435","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.435",1,0,1,0
"X.436","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.436",1,0,0,0
"X.437","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.437",0,0,0,1
"X.438","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.438",0,0,0,0
"X.439","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.439",0,0,0,0
"X.440","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.440",1,1,1,0
"X.441","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.441",0,0,0,0
"X.442","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.442",0,0,0,0
"X.443","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.443",0,0,0,0
"X.444","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.444",0,0,0,0
"X.445","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.445",0,0,1,0
"X.446","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.446",0,0,1,0
"X.447","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.447",0,0,0,0
"X.448","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.448",0,0,0,0
"X.449","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.449",0,0,0,0
"X.450","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.450",0,0,0,0
"X.451","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.451",0,0,0,0
"X.452","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.452",0,0,0,1
"X.453","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.453",0,0,0,0
"X.454","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.454",0,0,0,0
"X.455","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.455",0,0,0,0
"X.456","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.456",0,0,1,0
"X.457","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.457",1,1,0,0
"X.458","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.458",0,0,0,0
"X.459","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.459",0,0,0,0
"X.460","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.460",1,0,0,1
"X.461","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.461",0,0,0,0
"X.462","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.462",0,0,0,0
"X.463","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.463",0,0,0,0
"X.464","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.464",0,0,0,0
"X.465","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.465",0,0,0,0
"X.466","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.466",0,0,0,0
"X.467","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.467",1,1,0,0
"X.468","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.468",1,0,0,0
"X.469","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.469",0,1,0,1
"X.470","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.470",0,0,0,0
"X.471","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.471",0,0,0,0
"X.472","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.472",1,1,0,1
"X.473","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.473",0,0,0,0
"X.474","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.474",1,0,0,0
"X.475","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.475",0,0,0,0
"X.476","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.476",0,1,0,1
"X.477","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.477",0,1,1,0
"X.478","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.478",0,0,0,0
"X.479","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.479",0,0,0,0
"X.480","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.480",0,0,0,0
"X.481","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.481",0,0,0,1
"X.482","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.482",0,0,0,1
"X.483","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.483",0,0,0,0
"X.484","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.484",0,0,0,0
"X.485","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.485",0,0,0,0
"X.486","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.486",0,1,1,0
"X.487","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.487",1,0,1,0
"X.488","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.488",0,0,0,0
"X.489","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.489",0,0,0,0
"X.490","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.490",0,0,0,0
"X.491","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.491",0,0,0,0
"X.492","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.492",0,0,0,0
"X.493","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.493",0,0,0,0
"X.494","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.494",1,1,0,0
"X.495","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.495",0,0,0,0
"X.496","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.496",1,0,0,1
"X.497","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.497",0,0,0,1
"X.498","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.498",0,0,0,0
"X.499","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.499",0,0,0,0
"X.500","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.500",0,0,0,0
"X.501","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.501",0,0,0,0
"X.502","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.502",0,0,0,0
"X.503","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.503",1,0,0,0
"X.504","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.504",0,0,0,0
"X.505","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.505",0,0,0,0
"X.506","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.506",0,0,0,0
"X.507","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.507",0,0,0,0
"X.508","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.508",0,0,0,0
"X.509","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.509",0,0,0,0
"X.510","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.510",0,0,0,0
"X.511","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.511",0,0,0,0
"X.512","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.512",0,1,1,0
"X.513","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.513",0,0,0,0
"X.514","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.514",0,0,0,0
"X.515","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.515",0,0,0,0
"X.516","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.516",0,0,0,0
"X.517","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.517",0,0,0,0
"X.518","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.518",0,0,0,0
"X.519","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.519",0,0,0,1
"X.520","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.520",0,0,1,0
"X.521","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.521",0,0,0,0
"X.522","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.522",0,0,0,0
"X.523","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.523",0,0,0,0
"X.524","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.524",0,0,0,0
"X.525","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.525",0,0,0,0
"X.526","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.526",0,0,0,0
"X.527","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.527",0,0,0,0
"X.528","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.528",0,0,0,0
"X.529","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.529",1,0,1,0
"X.530","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.530",0,0,0,0
"X.531","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.531",0,0,0,0
"X.532","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.532",0,0,0,0
"X.533","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.533",0,0,0,0
"X.534","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.534",0,0,0,0
"X.535","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.535",0,0,0,0
"X.536","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.536",0,0,0,0
"X.537","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.537",0,0,0,0
"X.538","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.538",0,0,0,0
"X.539","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.539",0,1,0,0
"X.540","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.540",0,0,0,0
"X.541","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.541",0,0,0,0
"X.542","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.542",0,0,0,1
"X.543","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.543",0,0,0,0
"X.544","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.544",0,0,0,0
"X.545","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.545",1,1,0,0
"X.546","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.546",0,0,0,0
"X.547","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.547",0,0,0,0
"X.548","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.548",0,0,0,0
"X.549","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.549",0,0,0,0
"X.550","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.550",0,0,1,0
"X.551","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.551",0,0,0,0
"X.552","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.552",0,0,0,0
"X.553","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.553",0,0,0,0
"X.554","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.554",0,0,0,0
"X.555","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.555",0,0,0,0
"X.556","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.556",0,0,1,0
"X.557","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.557",0,0,0,0
"X.558","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.558",0,0,1,0
"X.559","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.559",0,0,1,0
"X.560","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.560",0,0,0,0
"X.561","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.561",0,0,0,0
"X.562","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.562",0,0,0,0
"X.563","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.563",0,0,0,0
"X.564","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.564",0,0,0,0
"X.565","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.565",0,1,0,1
"X.566","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.566",1,0,1,0
"X.567","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.567",0,0,0,0
"X.568","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.568",0,1,0,0
"X.569","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.569",0,0,0,0
"X.570","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.570",0,0,0,0
"X.571","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.571",0,1,1,0
"X.572","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.572",1,0,0,1
"X.573","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.573",0,0,0,0
"X.574","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.574",0,0,0,0
"X.575","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.575",0,1,0,0
"X.576","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.576",0,0,0,0
"X.577","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.577",0,0,0,0
"X.578","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.578",0,0,0,0
"X.579","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.579",0,0,0,0
"X.580","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.580",0,0,0,0
"X.581","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.581",0,0,0,0
"X.582","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.582",0,0,0,0
"X.583","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.583",1,0,0,0
"X.584","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.584",0,0,0,0
"X.585","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.585",0,0,0,0
"X.586","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.586",0,0,0,0
"X.587","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.587",0,0,0,0
"X.588","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.588",0,0,0,0
"X.589","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.589",0,0,0,0
"X.590","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.590",0,0,0,0
"X.591","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.591",0,0,0,0
"X.592","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.592",0,0,0,0
"X.593","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.593",0,0,0,0
"X.594","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.594",0,0,1,0
"X.595","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.595",0,0,0,0
"X.596","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.596",0,0,0,0
"X.597","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.597",0,0,0,0
"X.598","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.598",1,0,0,0
"X.599","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.599",0,0,0,0
"X.600","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.600",0,0,0,0
"X.601","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.601",1,0,1,0
"X.602","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.602",0,0,0,0
"X.603","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.603",1,1,0,0
"X.604","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.604",0,0,0,0
"X.605","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.605",0,0,0,0
"X.606","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.606",0,0,0,0
"X.607","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.607",0,0,0,0
"X.608","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.608",1,0,0,0
"X.609","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.609",1,1,0,1
"X.610","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.610",0,0,0,0
"X.611","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.611",0,0,0,1
"X.612","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.612",1,0,0,0
"X.613","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.613",0,0,0,0
"X.614","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.614",0,0,0,0
"X.615","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.615",0,0,1,0
"X.616","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.616",0,0,0,0
"X.617","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.617",0,0,0,1
"X.618","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.618",0,0,0,0
"X.619","RD.190309.40.m.m1.p1.CCI.contra.Rdata","X.619",0,0,0,0
